data;ghi;dni;air_temp;relhum;press;windsp;winddir;max_windsp;precipitation
25/2/2014 21:00;673.4;861;22.6;33.28;1001;0.8;256.8;1.6;0
25/2/2014 22:00;614.2;842;23.54;30.64;1001;0.68;196.2;0.9;0
25/2/2014 23:00;437.3;606;24.08;29.68;1000;0.62;253.9;1.6;0
26/2/2014 0:00;177;0;22.7;32.58;1000;1.04;141.3;1.3;0
26/2/2014 1:00;78.32;61.5;21.62;34.44;1000;0.84;236.9;1.4;0
26/2/2014 2:00;0;0;19.6;39.48;1000;1.06;257;1.4;0
26/2/2014 3:00;0;0;16.32;44.82;1001;0.54;259.7;0.9;0
26/2/2014 4:00;0;0;13.18;59.58;1001;0.48;177.4;0.6;0
26/2/2014 5:00;0;0;11.5;68.14;1001;0.64;271.4;1.1;0
26/2/2014 6:00;0;0;10.6;74.92;1001;0.8;100.3;1.2;0
26/2/2014 7:00;0;0;10.1;78.06;1001;0.9;101.8;1.5;0
26/2/2014 8:00;0;0;10.32;73.62;1001;1;111.3;1.6;0
26/2/2014 9:00;0;0;10.5;71.82;1001;0.46;118.5;0.9;0
26/2/2014 10:00;0;0;10;77.68;1002;0.32;131.3;0.6;0
26/2/2014 11:00;0;0;10.6;76.1;1002;0.66;107.6;0.9;0
26/2/2014 12:00;0;0;11.3;74.44;1002;1.62;135.2;2.8;0
26/2/2014 13:00;0;0;11.1;77.64;1002;0.86;65.61;1.2;0
26/2/2014 14:00;0;0;11;79.5;1002;1.06;123;1.4;0
26/2/2014 15:00;12.59;0;11.6;76.18;1002;0.88;88.1;1.3;0
26/2/2014 16:00;48.49;0;12.9;68.56;1002;0.86;101.8;1.3;0
26/2/2014 17:00;65.24;0;13.2;70.32;1003;0.56;253.9;0.9;0
26/2/2014 18:00;85.4;0;13;75.32;1003;1.2;290.4;1.5;0
26/2/2014 19:00;85.4;0;13.1;75.22;1003;0.42;127.5;0.6;0.06
26/2/2014 20:00;219.4;0;13.4;79.68;1002;1.42;111.3;2.1;0
26/2/2014 21:00;597.6;333.2;16.1;63.74;1000;2.96;129.5;3.7;0
26/2/2014 22:00;255.1;0;17.74;49.54;999;2.8;156.8;6;0
26/2/2014 23:00;161.9;0;17.5;48.98;998;3.68;155.7;6.1;0
27/2/2014 0:00;89.8;0;17.4;51.7;997;1.42;171.8;2.7;0
27/2/2014 1:00;9.96;0;15.4;65.62;997;1.3;152.2;2.5;0
27/2/2014 2:00;0;0;13.1;80.5;997;2.92;129.6;4.4;0.09
27/2/2014 3:00;0;0;13.4;74.76;996;3.7;143.6;5.3;0
27/2/2014 4:00;0;0;12.7;81;995;4.7;134.2;8.2;0
27/2/2014 5:00;0;0;12.5;85.2;996;1.36;228.2;2.4;0.33
27/2/2014 6:00;0;0;13.4;83.2;995;3.82;137.6;5.7;0
27/2/2014 7:00;0;0;13.1;89.8;995;3.3;191.6;7.1;0.3
27/2/2014 8:00;0;0;12.4;85.7;995;2.46;192.3;4.9;0
27/2/2014 9:00;0;0;12.4;86.8;996;2.28;168.3;3.3;0
27/2/2014 10:00;0;0;12.2;87.4;997;1.64;177.1;2.6;0
27/2/2014 11:00;0;0;11.04;86.5;998;1.1;158.3;2.3;0
27/2/2014 12:00;0;0;9.7;88.4;998;1.2;132.4;1.6;0
27/2/2014 13:00;0;0;9.9;88.8;999;1.7;123.8;2.4;0
27/2/2014 14:00;0;0;11.1;88.3;999;1.5;149.2;3.1;0
27/2/2014 15:00;13.03;0;11.12;86.5;1000;1.16;152.6;2.3;0
27/2/2014 16:00;52.26;0;11.5;82.8;1000;2.02;127.6;3.9;0
27/2/2014 17:00;218.7;0;12.5;77.78;1000;2.52;152;4;0
27/2/2014 18:00;152.4;0;13.1;75.4;1001;2.42;148.7;3.6;0
27/2/2014 19:00;166.3;0;13.5;74.56;1001;2.78;171.2;5.6;0
27/2/2014 20:00;420.3;54.79;13.24;84.3;1001;2.08;137.9;3.9;0
27/2/2014 21:00;82.8;0;13.4;82.5;1001;0.94;221.3;1.5;0
27/2/2014 22:00;455.1;230.4;16.18;56.34;1000;3.58;178.3;6.4;0
27/2/2014 23:00;491.1;785;17.8;48.5;999;2.18;195.7;3.8;0
28/2/2014 0:00;359.1;594.9;17.6;47.1;999;2.04;152.5;4.1;0
28/2/2014 1:00;74.07;0;16.4;49.82;998;1.68;171.4;2.8;0
28/2/2014 2:00;0;0;15;55.86;997;0.9;154.7;1.5;0
28/2/2014 3:00;0;0;14.64;56.52;995;1.4;97.5;1.9;0
28/2/2014 4:00;0;0;14.2;58.8;994;0.4;50.09;0.7;0
28/2/2014 5:00;0;0;12.6;64.86;993;1.14;77;1.9;0
28/2/2014 6:00;0;0;11.36;71.54;993;1.1;20.2;1.5;0
28/2/2014 7:00;0;0;12.1;68.36;992;1.38;6.194;2;0
28/2/2014 8:00;0;0;13.3;58.66;991;1.72;96.4;2.2;0
28/2/2014 9:00;0;0;12.5;58.8;990;0.7;98;1.2;0
28/2/2014 10:00;0;0;13.5;48.8;989;0.4;51.77;0.8;0
28/2/2014 11:00;0;0;12.7;51.74;988;0.56;150.2;0.8;0.03
28/2/2014 12:00;0;0;11.7;74.46;986;0.58;144.2;0.8;0.12
28/2/2014 13:00;0;0;11.1;83.4;986;1.72;330.8;2.6;0.09
28/2/2014 14:00;0;0;10.6;88.8;987;1.68;268.2;2.9;0.06
28/2/2014 15:00;1.31;0;10.7;89.4;987;1.22;76.6;1.7;0.03
28/2/2014 16:00;22.19;0;10.9;85.7;986;1.42;64.65;2.2;0.06
28/2/2014 17:00;55.68;0;11.58;83.6;986;2.32;133.4;3.8;0
28/2/2014 18:00;76.76;0;11.92;88.7;986;3.18;151.7;7.2;0.21
28/2/2014 19:00;91;0;11.94;82.8;986;3.22;126.6;5.1;0.03
28/2/2014 20:00;7.92;0;11.6;86.8;986;0.8;203.6;1.2;0.36
28/2/2014 21:00;69.77;0;10.88;91.1;985;1;245.3;2.4;0.12
28/2/2014 22:00;27.09;0;11.9;86.9;985;1.16;252.2;1.7;0.03
28/2/2014 23:00;10.19;0;11.2;87.3;985;0.9;235.7;1.1;1.71
1/3/2014 0:00;25.38;0;11.7;88;985;0.8;146.1;1.4;0.06
1/3/2014 1:00;10.18;0;11.9;86.6;985;2;156.8;3;0.03
1/3/2014 2:00;0;0;12.1;83.9;986;2.54;125.8;4.3;0
1/3/2014 3:00;0;0;11.2;83.9;987;3.62;142.4;5.4;0.21
1/3/2014 4:00;0;0;10.8;88.3;987;1.66;132;2.3;0
1/3/2014 5:00;0;0;11.2;80.9;988;3.26;131;5;0
1/3/2014 6:00;0;0;10.8;81.1;989;2.9;132.2;3.8;0
1/3/2014 7:00;0;0;10.3;82.3;989;2.22;130.4;3.7;0
1/3/2014 8:00;0;0;10.2;82.5;989;1.68;121.4;2.4;0
1/3/2014 9:00;0;0;10.9;78.24;990;2.48;132.4;4.7;0
1/3/2014 10:00;0;0;11.6;74.6;990;2.5;138;3.6;0
1/3/2014 11:00;0;0;11.7;74.34;991;3.16;132.7;5.1;0.03
1/3/2014 12:00;0;0;11.58;74;991;2.56;127.7;3.2;0
1/3/2014 13:00;0;0;11.7;66.94;990;2.82;136.6;4.2;0
1/3/2014 14:00;0;0;12;60.26;990;2.18;109.9;4.3;0
1/3/2014 15:00;19.56;0;12.1;55.7;991;2;102;3.1;0
1/3/2014 16:00;92.5;0;13.2;52.72;992;0.92;122.6;1.3;0
1/3/2014 17:00;132.1;0;14.1;52.94;993;1.88;134.8;3.1;0
1/3/2014 18:00;136.3;0;14.4;54.2;994;1.4;122.9;1.9;0
1/3/2014 19:00;263.3;92.5;17.1;44.78;994;3.52;128.5;5.4;0
1/3/2014 20:00;750.4;941;19.24;36.38;994;4.62;160.2;6.5;0
1/3/2014 21:00;894;861;19.12;37.94;994;2.92;144.1;4.3;0
1/3/2014 22:00;668.7;905;19.88;36.62;994;3.06;183;5.8;0
1/3/2014 23:00;538.5;840;19.6;40.44;994;3.32;183.9;5.8;0
2/3/2014 0:00;253.5;80.6;18.5;43;994;2.86;171.6;4.9;0
2/3/2014 1:00;152.3;584.2;17.3;49.88;995;2.04;156.7;4.3;0
2/3/2014 2:00;0;0;15.42;56.56;995;1.56;182.8;2.4;0
2/3/2014 3:00;0;0;13.7;62.56;997;0.54;172;0.9;0
2/3/2014 4:00;0;0;12.8;64.78;997;0.52;88.2;0.7;0
2/3/2014 5:00;0;0;12.9;64.98;998;1;109;1.6;0
2/3/2014 6:00;0;0;12;68.58;999;0.36;110.8;0.6;0
2/3/2014 7:00;0;0;10.94;72.18;999;1.02;88.4;1.4;0
2/3/2014 8:00;0;0;11.5;69.74;1000;0.8;91.8;1.1;0
2/3/2014 9:00;0;0;11.7;67.64;1000;0.74;119.1;1.1;0
2/3/2014 10:00;0;0;11.7;64.72;1000;0.96;108;1.5;0
2/3/2014 11:00;0;0;12.3;61.76;999;1.34;119.7;1.9;0
2/3/2014 12:00;0;0;11.9;62.08;999;0.92;133.2;1.7;0
2/3/2014 13:00;0;0;11.1;66.74;1000;0.54;104.7;1;0
2/3/2014 14:00;0;0;10.9;69.06;1001;1.06;163.8;1.4;0
2/3/2014 15:00;16.72;0;11.7;68.34;1002;1.46;135.2;2.2;0
2/3/2014 16:00;58.46;0;13.1;67.12;1003;2.32;138.4;3;0
2/3/2014 17:00;97;0;14.1;63.82;1003;2.5;128.8;3.2;0
2/3/2014 18:00;96.7;0;15;61.72;1004;1.24;144;3.1;0
2/3/2014 19:00;250.3;0;16.1;56.72;1004;2.8;183.2;5.1;0
2/3/2014 20:00;197.6;0;16.28;57.86;1004;4.32;153.3;7.1;0
2/3/2014 21:00;101.7;0;13.9;77.04;1005;2.64;133.1;4.5;0
2/3/2014 22:00;128.7;0;13.9;78.62;1005;3.94;166;6.1;0
2/3/2014 23:00;115.7;0;15.1;68.76;1006;1.46;166.9;3.2;0
3/3/2014 0:00;40.86;0;13.1;84.7;1006;2.62;218.6;5.3;0
3/3/2014 1:00;15.77;0.15;12.7;90.7;1007;2.16;191.2;4.6;0
3/3/2014 2:00;0;0;12.7;89.5;1007;1.6;157.3;2.5;0
3/3/2014 3:00;0;0;12.24;89.8;1008;0.88;153.8;1.5;0
3/3/2014 4:00;0;0;12.2;90.4;1008;1.18;138.1;1.6;0
3/3/2014 5:00;0;0;12;88.5;1009;1.24;131;1.7;0
3/3/2014 6:00;0;0;11.9;87.5;1009;1.78;122.8;3;0
3/3/2014 7:00;0;0;11.3;86.3;1009;0.72;166.8;1.1;0
3/3/2014 8:00;0;0;11;89.1;1010;0.58;100.5;0.8;0
3/3/2014 9:00;0;0;10.6;89.4;1010;1.2;77.03;2.3;0
3/3/2014 10:00;0;0;10.3;86.9;1010;0.78;248;1.6;0
3/3/2014 11:00;0;0;8.9;91.4;1008;1.12;101.8;1.8;0
3/3/2014 12:00;0;0;9;91.3;1008;0.66;254.7;1.3;0
3/3/2014 13:00;0;0;9.5;90.9;1009;1.92;68;2.5;0
3/3/2014 14:00;0;0;9;91.1;1008;1.46;84.8;2.2;0
3/3/2014 15:00;29.23;0;10.2;88.8;1008;1.22;132.8;1.7;0
3/3/2014 16:00;67.44;0;11.2;84.8;1008;1.52;124;2.1;0
3/3/2014 17:00;116;0;12.1;82.7;1009;0.88;137.2;1.3;0
3/3/2014 18:00;195.4;0;13.7;75.58;1009;1.38;174.4;2;0
3/3/2014 19:00;307.2;0;14.5;65.24;1009;2.16;146.9;2.9;0
3/3/2014 20:00;240.9;0;15.16;64.7;1008;1.86;157.4;2.9;0
3/3/2014 21:00;132.4;0;14.6;72.44;1008;1.4;207.5;2.1;0
3/3/2014 22:00;60.66;0;14;78.78;1008;0.56;196.1;0.8;0
3/3/2014 23:00;91.1;0;13.72;83.5;1007;0.6;124.6;0.9;0
4/3/2014 0:00;65.8;0;13.9;82.7;1007;0.92;130.9;1.3;0
4/3/2014 1:00;18.08;0;13.5;83.3;1007;0.68;124.8;1.1;0
4/3/2014 2:00;0;0;13.1;86.4;1007;1;126.1;1.6;0
4/3/2014 3:00;0;0;12.6;86;1007;0.94;124.6;1.4;0
4/3/2014 4:00;0;0;12.3;89.3;1007;1.72;129.2;2.6;0.03
4/3/2014 5:00;0;0;12.1;89.3;1008;1.98;133.8;2.7;0.03
4/3/2014 6:00;0;0;11;85;1008;1;118.1;2;0.03
4/3/2014 7:00;0;0;10.4;83.8;1007;2.26;138;3.1;0.03
4/3/2014 8:00;0;0;11;84.1;1007;0.96;137.1;1.3;0
4/3/2014 9:00;0;0;10.4;89.9;1008;0.4;81;0.7;0
4/3/2014 10:00;0;0;10.4;88.8;1007;0.74;119.3;1.1;0
4/3/2014 11:00;0;0;10.9;91.8;1007;0.46;131.2;0.5;0
4/3/2014 12:00;0;0;11.2;91.6;1007;0.68;247.4;0.8;0
4/3/2014 13:00;0;0;11.4;91.9;1007;0.86;74.59;1.2;0
4/3/2014 14:00;0;0;11.4;89.8;1007;0.5;114;0.9;0
4/3/2014 15:00;16.24;0;11.6;87.9;1007;0.4;209.1;0.6;0
4/3/2014 16:00;90.2;0;12.3;84.3;1008;0.52;214.8;1;0
4/3/2014 17:00;235.4;0;13.94;77.76;1008;0.38;266.4;0.6;0
4/3/2014 18:00;449.1;201.7;16.7;59.32;1008;0.42;66.94;0.8;0
4/3/2014 19:00;604.2;424.7;18.42;54.84;1008;0.82;229.8;1.6;0
4/3/2014 20:00;499.7;97.4;18.36;55.06;1008;1.52;284.4;1.8;0
4/3/2014 21:00;455.6;67.84;17.8;59.9;1007;2.92;307.4;4.2;0
4/3/2014 22:00;656.4;494.9;18.14;58.76;1006;1.92;313.3;2.9;0
4/3/2014 23:00;244.2;0;17.7;59.5;1006;3.34;311.4;4.3;0
5/3/2014 0:00;176.4;0;16.72;66.54;1006;3.46;309.6;4.7;0
5/3/2014 1:00;133.6;166.1;16.4;70.08;1006;1.88;297;2.6;0
5/3/2014 2:00;0.89;0;15.12;74.08;1006;2.28;309.8;2.9;0
5/3/2014 3:00;0;0;14.4;77.96;1007;1.32;313.6;1.6;0
5/3/2014 4:00;0;0;13.8;80.8;1007;0.68;78.18;1.3;0
5/3/2014 5:00;0;0;13;84.7;1007;0.44;123.3;0.6;0
5/3/2014 6:00;0;0;12;88.4;1007;0.26;127;0.5;0
5/3/2014 7:00;0;0;11.44;89.1;1007;0.44;72.78;1;0
5/3/2014 8:00;0;0;10.9;91.1;1008;0.44;209.3;1;0
5/3/2014 9:00;0;0;11.2;89.9;1008;0.58;22.24;1;0
5/3/2014 10:00;0;0;11.7;87.9;1007;0.48;112.6;0.7;0
5/3/2014 11:00;0;0;11.8;89.2;1007;0.34;245.4;0.7;0
5/3/2014 12:00;0;0;11.8;88.4;1008;0.38;14.52;0.9;0
5/3/2014 13:00;0;0;12.2;87.2;1007;1.2;61.2;1.5;0
5/3/2014 14:00;0;0;13.42;82.6;1006;1.36;135.3;1.9;0
5/3/2014 15:00;17.86;0;13.1;84;1006;0.38;161.5;0.6;0
5/3/2014 16:00;81.2;0;13.4;83.4;1007;0.92;339.2;1.1;0
5/3/2014 17:00;238.3;17.52;15.1;76.08;1008;0.4;125.9;0.6;0
5/3/2014 18:00;294.7;0;16.32;71.46;1008;0.54;156.3;1.2;0
5/3/2014 19:00;556.3;184.3;17.7;64.7;1008;0.98;175.8;1.8;0
5/3/2014 20:00;538.1;46.67;19.54;59.08;1007;1.2;202.9;2;0
5/3/2014 21:00;312.9;0;19.3;60.64;1006;1.66;176.1;2.5;0
5/3/2014 22:00;319.3;0;20;55.12;1006;1.84;240;3;0
5/3/2014 23:00;179.7;0;19.5;59.46;1005;1.68;145.5;3.1;0
6/3/2014 0:00;76.52;0;19.4;59.5;1005;1.16;180.9;1.8;0
6/3/2014 1:00;44.25;0;19;64.3;1005;1.5;163;2.4;0
6/3/2014 2:00;0.77;0;18.4;68.12;1004;1.8;160.3;2.2;0
6/3/2014 3:00;0;0;17.9;69.22;1004;2.08;144.2;3.6;0
6/3/2014 4:00;0;0;17.9;68.92;1004;1.88;165.2;3.1;0
6/3/2014 5:00;0;0;16.8;75.62;1004;1.78;140.6;2.9;0
6/3/2014 6:00;0;0;16.3;77.74;1004;0.86;221.9;2;0
6/3/2014 7:00;0;0;15.86;77.28;1003;2.58;160.8;4.3;0
6/3/2014 8:00;0;0;14.1;89.6;1005;1.14;127.6;1.9;0.03
6/3/2014 9:00;0;0;13.7;92.1;1006;1.28;145;2.2;0
6/3/2014 10:00;0;0;14.1;91.2;1006;1.7;170;2.5;0
6/3/2014 11:00;0;0;14.28;90.8;1006;0.7;212.4;1.2;0
6/3/2014 12:00;0;0;13.5;91.7;1007;0.96;132.6;1.4;0
6/3/2014 13:00;0;0;13.5;90.9;1007;0.94;150.4;1.5;0
6/3/2014 14:00;0;0;13.3;89.8;1007;1.04;191;1.5;0
6/3/2014 15:00;21.61;0;12.9;88.7;1007;0.96;226.5;1.6;0
6/3/2014 16:00;97.7;0;13.2;89.4;1008;0.78;247;1.3;0
6/3/2014 17:00;144.7;0;14.7;80.5;1009;0.98;189;1.6;0
6/3/2014 18:00;625.9;821;16.3;66.38;1010;0.82;241.2;1.5;0
6/3/2014 19:00;672.4;686;17.5;58.16;1009;0.9;156.5;1.3;0
6/3/2014 20:00;728.9;779.6;19.02;50.72;1009;1.46;232.6;2.4;0
6/3/2014 21:00;520.1;229.3;20.04;46.78;1009;1.12;172.5;1.9;0
6/3/2014 22:00;748.6;719;20.66;37.22;1008;0.52;242.6;1.4;0
6/3/2014 23:00;238;0;19.6;45.34;1008;1.8;254.2;2.9;0
7/3/2014 0:00;160.1;0;18.6;48.48;1007;2.36;264.2;3.4;0
7/3/2014 1:00;167.1;366.5;18.3;49.14;1008;1.58;257.8;2.7;0
7/3/2014 2:00;1.56;0;16.46;53.7;1008;1.8;261.2;2.7;0
7/3/2014 3:00;0;0;14.1;63.26;1009;0.58;87;1;0
7/3/2014 4:00;0;0;12.7;74.2;1009;0.94;74.6;1.1;0
7/3/2014 5:00;0;0;11.9;75.84;1010;0.48;23.42;1;0
7/3/2014 6:00;0;0;11.4;78.76;1010;0.54;21.97;1;0
7/3/2014 7:00;0;0;9.62;83.7;1009;0.38;10.5;0.9;0
7/3/2014 8:00;0;0;10.3;79.04;1009;1.28;12.57;1.6;0
7/3/2014 9:00;0;0;9.7;80.3;1009;0.68;92.8;1.7;0
7/3/2014 10:00;0;0;9.4;82.4;1009;0.56;215.6;0.8;0
7/3/2014 11:00;0;0;9.4;83.3;1009;1.44;74.01;2.3;0
7/3/2014 12:00;0;0;8.7;83.1;1008;0.74;226.6;1.2;0
7/3/2014 13:00;0;0;8.28;79.7;1008;1.04;118.9;1.9;0
7/3/2014 14:00;0;0;7.4;85.9;1008;2.78;293.8;3.9;0
7/3/2014 15:00;63.68;336;7.5;88.2;1009;1.02;173.3;2.2;0
7/3/2014 16:00;277.6;758;9.88;72.02;1008;1.38;84.1;2.6;0
7/3/2014 17:00;446.6;751.8;13.32;54.16;1009;1.22;225.6;1.8;0
7/3/2014 18:00;636.3;804;15.1;47.9;1009;2.3;310.2;2.9;0
7/3/2014 19:00;481.8;216;16.2;49.5;1009;2.64;314.6;4.3;0
7/3/2014 20:00;754.4;905;17.8;44.06;1008;3.2;317.2;4.5;0
7/3/2014 21:00;755.8;954;19.46;38.62;1007;3;297.4;4.7;0
7/3/2014 22:00;682.7;936;20.4;35.1;1007;3.98;301.8;4.8;0
7/3/2014 23:00;576.2;852;21.5;33.92;1007;2.62;306;4.9;0
8/3/2014 0:00;414.9;804;21.36;32.54;1006;3.1;319.4;4.3;0
8/3/2014 1:00;180.1;635.1;20.7;34.4;1007;2.36;282.6;3.1;0
8/3/2014 2:00;2.96;0;19.34;36.42;1007;1.8;303;2.3;0
8/3/2014 3:00;0;0;16.1;48.82;1007;0.46;128.4;0.6;0
8/3/2014 4:00;0;0;14;58.54;1007;0.48;112.8;0.7;0
8/3/2014 5:00;0;0;11.7;69.16;1007;0.28;98;0.5;0
8/3/2014 6:00;0;0;12.3;68.82;1007;0.34;173.6;0.4;0
8/3/2014 7:00;0;0;10.2;75.8;1008;0.34;90.4;0.7;0
8/3/2014 8:00;0;0;9.7;78.52;1008;0.8;109;1.3;0
8/3/2014 9:00;0;0;11.1;71.76;1008;0.76;106.2;1.4;0
8/3/2014 10:00;0;0;10.1;74.26;1008;1.06;81.2;2;0
8/3/2014 11:00;0;0;9.58;74.36;1007;0.88;274.3;2.1;0
8/3/2014 12:00;0;0;8.48;78.14;1008;1.3;13.21;1.8;0
8/3/2014 13:00;0;0;7;81.5;1008;0.62;298.8;1.3;0
8/3/2014 14:00;0;0;7.4;79.42;1009;2.06;54;2.9;0
8/3/2014 15:00;78.26;519.2;7.8;77.74;1009;0.72;85.8;1.2;0
8/3/2014 16:00;279.4;810;12.52;60.8;1010;0.12;96.5;0.2;0
8/3/2014 17:00;464.3;893;14.8;54.62;1010;1.98;140.3;2.8;0
8/3/2014 18:00;589.3;828;16.1;54.98;1011;1.86;169.9;3.2;0
8/3/2014 19:00;685.5;706.1;18.06;48.64;1011;0.98;223.7;2.1;0
8/3/2014 20:00;810;849;20.04;43.6;1010;1.66;202.4;3.7;0
8/3/2014 21:00;448.7;79.95;20.08;42.32;1010;1.44;175.8;2.1;0
8/3/2014 22:00;733.4;808;21.1;42.9;1009;1.12;172.8;2.2;0
8/3/2014 23:00;557.2;615.9;21.4;43.44;1009;1.48;240.4;2.2;0
9/3/2014 0:00;458.4;487.4;20.5;46.46;1009;0.78;122.1;1.3;0
9/3/2014 1:00;212.6;345;20.76;45.88;1009;0.76;212.4;1.7;0
9/3/2014 2:00;3.27;0;18.24;54.1;1009;0.28;120;0.5;0
9/3/2014 3:00;0;0;16.1;64.28;1010;0.56;96.2;0.8;0
9/3/2014 4:00;0;0;14.7;70.22;1010;0.22;71.21;0.4;0
9/3/2014 5:00;0;0;14.1;73.64;1011;0.46;147;0.6;0
9/3/2014 6:00;0;0;14.54;73.8;1011;1.46;66.6;1.7;0
9/3/2014 7:00;0;0;14.1;71.7;1011;1.54;57;1.9;0
9/3/2014 8:00;0;0;13.78;72.16;1011;1.18;69.66;1.6;0
9/3/2014 9:00;0;0;14.2;69.38;1011;1.78;14.4;2.3;0
9/3/2014 10:00;0;0;13.8;70.8;1010;0.86;80;1.3;0
9/3/2014 11:00;0;0;13.64;72.48;1009;0.32;91.9;0.6;0
9/3/2014 12:00;0;0;13.3;70.72;1009;1.32;311.2;1.9;0
9/3/2014 13:00;0;0;13.3;72.48;1009;0.64;79.6;0.9;0
9/3/2014 14:00;0;0;13.62;71.02;1010;2.12;304.4;2.8;0
9/3/2014 15:00;16.63;0;13.1;74.74;1010;0.24;156.6;0.4;0
9/3/2014 16:00;114.7;0;14.7;63.84;1010;0.66;132.8;0.9;0
9/3/2014 17:00;129.7;0;16.3;59.4;1010;0.9;134.2;1.4;0
9/3/2014 18:00;225.1;0;18.5;51.34;1010;0.7;177.8;1.2;0
9/3/2014 19:00;180.4;0;19.2;48.58;1010;0.54;139.3;1;0
9/3/2014 20:00;335.1;0;20.24;46.94;1010;0.58;142.8;1;0
9/3/2014 21:00;410.6;0;21.9;36.04;1009;1;124.3;1.7;0
9/3/2014 22:00;303.4;0;21.82;38.36;1008;0.42;286.2;1.2;0
9/3/2014 23:00;220.3;0;21.7;39.78;1008;0.74;203.1;1.1;0
10/3/2014 0:00;144.1;0;21.6;43.82;1007;0.8;239.9;1.2;0
10/3/2014 1:00;49.2;0;20.3;47.54;1007;0.44;183.8;0.6;0
10/3/2014 2:00;4.85;0;18.84;56.8;1006;0.64;113.6;0.8;0
10/3/2014 3:00;0;0;17.2;64.74;1007;1.2;126.1;1.6;0
10/3/2014 4:00;0;0;16.7;66.2;1007;0.72;256.7;1;0
10/3/2014 5:00;0;0;16.1;66.12;1007;1.26;144.5;1.7;0
10/3/2014 6:00;0;0;15.9;65.8;1008;0.4;233.2;0.7;0
10/3/2014 7:00;0;0;15.6;70.36;1008;0.98;99.3;1.6;0
10/3/2014 8:00;0;0;16;66.18;1007;1.42;135.6;2;0
10/3/2014 9:00;0;0;15.3;69.4;1007;0.38;182.8;0.9;0
10/3/2014 10:00;0;0;15;71.52;1006;1.12;104.6;1.7;0
10/3/2014 11:00;0;0;14.9;70.7;1007;1.3;175.9;2.7;0
10/3/2014 12:00;0;0;14;76.54;1007;0.84;199.7;1.5;0
10/3/2014 13:00;0;0;12.5;87.3;1008;1.82;233;3;0.27
10/3/2014 14:00;0;0;12.3;89.1;1008;0.76;132.8;1;0.12
10/3/2014 15:00;10.89;0.06;12.06;89.4;1009;1.38;137.7;2.3;0
10/3/2014 16:00;47.84;0;12.6;87.8;1011;0.98;295.6;1.3;0
10/3/2014 17:00;313.6;14.96;14.4;79.64;1011;0.9;206.9;1.6;0
10/3/2014 18:00;504.5;449.2;16.6;65.8;1012;1.18;306.4;2;0
10/3/2014 19:00;775.9;936;17.2;52.8;1011;1.34;259.7;2.4;0
10/3/2014 20:00;777.7;943;18.8;42.08;1011;4.06;301;5.1;0
10/3/2014 21:00;768.3;933;19.12;37.04;1011;1.42;338;2.9;0
10/3/2014 22:00;690.9;908;19.7;35.02;1010;2;223.8;4.4;0
10/3/2014 23:00;554.7;856;18.78;35.3;1010;4.94;292.4;7.3;0
11/3/2014 0:00;385.9;780;19;36.3;1009;1;235.7;2;0
11/3/2014 1:00;187.3;601;17.9;34.3;1009;5.08;302.4;7.2;0
11/3/2014 2:00;8.17;0;16.9;33.3;1009;2.76;277.4;5.5;0
11/3/2014 3:00;0;0;15.4;35.9;1010;1.9;276.7;3.2;0
11/3/2014 4:00;0;0;14.7;40.4;1010;3.26;284;4.1;0
11/3/2014 5:00;0;0;13.6;45.46;1010;2.16;304.6;3;0
11/3/2014 6:00;0;0;12.7;48.82;1010;3.18;312;3.7;0
11/3/2014 7:00;0;0;11.6;55.82;1010;2.92;295.6;4.2;0
11/3/2014 8:00;0;0;10.9;58.8;1009;3.32;293.2;4.3;0
11/3/2014 9:00;0;0;10.5;61.06;1009;4.94;298.4;6.3;0
11/3/2014 10:00;0;0;10.2;59.3;1009;3.34;281.8;5;0
11/3/2014 11:00;0;0;9.7;59.32;1008;4.52;311.4;5.8;0
11/3/2014 12:00;0;0;8.8;60.44;1008;2.28;305.4;3.2;0
11/3/2014 13:00;0;0;8;59.7;1008;2.4;302.4;4;0
11/3/2014 14:00;0;0;7.6;59.28;1008;2.14;297.7;3.9;0
11/3/2014 15:00;91;603.3;7.6;57.86;1008;3.12;294.4;4.5;0
11/3/2014 16:00;295.7;826;9.14;51.84;1008;1.66;289.5;2.8;0
11/3/2014 17:00;488.1;910;10.6;46.7;1008;4.74;297;5.9;0
11/3/2014 18:00;646.4;951;13.1;40.62;1008;2.06;295.4;4;0
11/3/2014 19:00;754.7;973;15.12;37.16;1007;2.94;293;3.9;0
11/3/2014 20:00;803;980;17.92;32.72;1007;3.4;296.2;5.1;0
11/3/2014 21:00;782;964;19.9;30.58;1006;2.08;319.8;2.9;0
11/3/2014 22:00;696.1;925;22.48;24.94;1005;4.44;308;5.1;0
11/3/2014 23:00;570.7;898;24.58;21.7;1004;1.08;69.36;1.6;0
12/3/2014 0:00;391.4;802;22.6;29.5;1004;1.92;130.2;2.9;0
12/3/2014 1:00;196.8;651;22.06;16.92;1005;0.94;87.9;1.9;0
12/3/2014 2:00;8.59;0;19.8;16.82;1005;1.6;86;2.2;0
12/3/2014 3:00;0;0;17.8;17.96;1006;2.2;89.6;3.4;0
12/3/2014 4:00;0;0;15.62;20.6;1007;0.92;94;1.6;0
12/3/2014 5:00;0;0;14.3;21.18;1007;0.48;108.9;0.7;0
12/3/2014 6:00;0;0;12.3;27.8;1008;0.64;140.3;1;0
