data;air_temp;relhum;press;windsp;winddir;max_windsp;precipitation
16/10/2014 18:00;20.84;47.88;1005;1.38;173.9;2.1;0
16/10/2014 18:30;22.84;41.9;1005;0.56;73.61;1.1;0
16/10/2014 19:00;22.54;40.08;1004;1.84;312;2.3;0
16/10/2014 19:30;23.92;38.16;1004;1.32;308.2;2.6;0
16/10/2014 20:00;23.1;37.74;1004;2.18;307.2;3.1;0
16/10/2014 20:30;24.26;34.2;1003;2.32;280.2;3.5;0
16/10/2014 21:00;24.1;33.98;1003;1.7;297.2;3.3;0
16/10/2014 21:30;24.9;33.22;1003;2.12;284.8;3.3;0
16/10/2014 22:00;24.08;34.76;1002;1.82;300.5;3;0
16/10/2014 22:30;23.94;37.02;1002;1.96;278;3.7;0
16/10/2014 23:00;23.9;36.5;1002;1.14;309.8;1.6;0
16/10/2014 23:30;23.6;38.16;1001;1.14;258.3;1.7;0
17/10/2014 0:00;23;38.96;1001;1.3;276.4;1.9;0
17/10/2014 0:30;22.5;41.14;1001;1.84;269.4;2.4;0
17/10/2014 1:00;21.8;43.34;1001;1.74;266;2.7;0
17/10/2014 1:30;20.94;46.06;1001;1.26;263.6;1.7;0
17/10/2014 2:00;20.1;48.56;1001;0.4;251.6;0.7;0
17/10/2014 2:30;18.6;52.32;1001;0.56;98;0.7;0
17/10/2014 3:00;18;54.3;1002;0.56;116.4;0.6;0
17/10/2014 3:30;16.7;56.46;1002;0.6;82.6;0.7;0
17/10/2014 4:00;16.24;52.58;1002;0.52;236.5;0.8;0
17/10/2014 4:30;16.1;53.36;1002;0.28;122.9;0.4;0
17/10/2014 5:00;15.5;55.92;1002;0.56;82.8;0.8;0
17/10/2014 5:30;14.6;58.4;1002;0.58;88.6;0.7;0
17/10/2014 6:00;14;60.6;1002;0.66;90;1.2;0
17/10/2014 6:30;13.9;60.72;1002;1.34;134.3;2;0
17/10/2014 7:00;13.52;62.42;1002;0.9;122.6;1.2;0
17/10/2014 7:30;13.2;63.38;1002;0.5;107.1;0.7;0
17/10/2014 8:00;12.3;66.56;1002;0.44;107.4;0.9;0
17/10/2014 8:30;12.2;66.5;1002;1.02;92.8;1.5;0
17/10/2014 9:00;11.8;68.22;1002;0.12;276.3;0.3;0
17/10/2014 9:30;11.54;70.7;1002;0.44;119.2;0.7;0
17/10/2014 10:00;11.68;71.52;1002;1.58;59.6;2.3;0
17/10/2014 10:30;11.04;71.86;1002;0.5;110.8;0.7;0
17/10/2014 11:00;11.14;71.74;1002;0.44;108.8;0.7;0
17/10/2014 11:30;10.6;73.64;1002;0.68;86.3;1.6;0
17/10/2014 12:00;10.48;74.86;1002;0.72;98.2;1.4;0
17/10/2014 12:30;10.96;73.44;1002;0.58;109.4;0.9;0
17/10/2014 13:00;11.74;71.16;1002;0.52;128.3;0.7;0
17/10/2014 13:30;11.6;70.64;1002;0.8;94.4;1;0
17/10/2014 14:00;12;68.06;1002;0.58;91;0.8;0
17/10/2014 14:30;11.7;69.16;1002;0.26;151.2;0.4;0
17/10/2014 15:00;12.6;70.34;1002;0.78;89.4;1.1;0
17/10/2014 15:30;15.4;57.58;1003;0.68;91.8;0.8;0
17/10/2014 16:00;16.14;53.76;1003;0.92;113;1.2;0
17/10/2014 16:30;18.96;42.94;1003;0.7;218.6;1.3;0
17/10/2014 17:00;18.8;41.68;1003;0.9;254.2;1.4;0
17/10/2014 17:30;20;38.14;1003;0.56;314.6;0.8;0
17/10/2014 18:00;21.2;35.46;1003;1.74;280;2.2;0
17/10/2014 18:30;22.2;34.96;1003;0.98;256.3;1.7;0
17/10/2014 19:00;21.54;35.4;1003;2.08;319.7;3.6;0
17/10/2014 19:30;22.6;34.1;1003;1.5;312;2.3;0
17/10/2014 20:00;23.3;33.9;1003;1.38;107.8;2.2;0
17/10/2014 20:30;23.92;32.5;1002;1.06;252.7;1.5;0
17/10/2014 21:00;23.28;32.5;1002;1.1;79.05;1.4;0
17/10/2014 21:30;23.7;33.1;1001;1.52;286.8;2.1;0
17/10/2014 22:00;24.1;34.06;1001;2.38;273.6;3;0
17/10/2014 22:30;22.9;35.88;1001;3.02;274.8;4.1;0
17/10/2014 23:00;22;38.36;1002;3.02;284.2;4.1;0
17/10/2014 23:30;22.7;37.18;1002;2.18;271.4;3.4;0
18/10/2014 0:00;22.2;39.3;1002;2.44;276.8;3.2;0
18/10/2014 0:30;21.7;40.62;1002;1.62;293.1;2;0
18/10/2014 1:00;21.1;41.86;1002;0.9;281.2;1.4;0
18/10/2014 1:30;20.26;44.5;1002;0.6;287.8;1;0
18/10/2014 2:00;19.7;46.5;1003;0.6;348.8;0.8;0
18/10/2014 2:30;18;53.3;1003;0.9;83;1;0
18/10/2014 3:00;16.9;58.78;1003;0.56;63.6;0.7;0
18/10/2014 3:30;15.9;57.68;1003;0.74;89.8;1;0
18/10/2014 4:00;16.46;58.18;1003;0.66;112;0.8;0
18/10/2014 4:30;16;61.76;1003;0.74;47.4;1.1;0
18/10/2014 5:00;15.5;62.14;1003;0.46;77.99;1;0
18/10/2014 5:30;14.8;63.88;1003;0.5;359.5;1.1;0
18/10/2014 6:00;14.1;63.32;1003;0.32;236.6;0.6;0
18/10/2014 6:30;14.52;62.38;1003;0.7;90.6;1;0
18/10/2014 7:00;14.12;62.7;1003;0.2;110;0.5;0
18/10/2014 7:30;13.3;65.58;1004;0.4;173.2;0.6;0
18/10/2014 8:00;14;64.24;1003;1.04;67.21;1.7;0
18/10/2014 8:30;14;63.8;1003;1.3;63;1.7;0
18/10/2014 9:00;13.9;64.46;1003;0.58;354.4;1;0
18/10/2014 9:30;12.38;67.16;1003;0.6;127.4;0.7;0
18/10/2014 10:00;11.4;73.7;1003;0.46;131.1;0.7;0
18/10/2014 10:30;12.7;69.4;1003;0.94;123.8;1.9;0
18/10/2014 11:00;13.12;67.14;1003;0.52;154;1;0
18/10/2014 11:30;13.1;67.52;1003;0.72;92.4;1.4;0
18/10/2014 12:00;12.2;70.34;1003;0.76;112.7;1.4;0
18/10/2014 12:30;13.5;66.86;1003;1.08;119.7;1.6;0
18/10/2014 13:00;13.9;64.6;1003;0.74;108;1.4;0
18/10/2014 13:30;13.9;64.44;1003;0.82;116.4;1.2;0
18/10/2014 14:00;13.8;64.2;1003;0.82;105.3;1.4;0
18/10/2014 14:30;13.8;63.74;1003;0.8;126.7;1.4;0
18/10/2014 15:00;14.4;61.5;1003;0.7;111.3;1.4;0
18/10/2014 15:30;16.3;54.72;1003;0.92;12.42;2;0
18/10/2014 16:00;17.8;49.68;1003;0.94;287.4;1.4;0
18/10/2014 16:30;18.4;49.28;1003;1.94;308;2.8;0
18/10/2014 17:00;19.1;48.76;1003;1.98;315.4;2.8;0
18/10/2014 17:30;20.28;45.46;1003;1.84;306.4;2.9;0
18/10/2014 18:00;20.9;43.78;1003;2.2;284.4;3.7;0
18/10/2014 18:30;21.4;42.4;1003;3.76;301.2;5;0
18/10/2014 19:00;22.26;40.46;1003;3.26;298.7;4.4;0
18/10/2014 19:30;22.54;40.02;1002;1.58;289.3;2.7;0
18/10/2014 20:00;23.7;37.78;1002;1.66;286.2;3.1;0
18/10/2014 20:30;24.1;35.16;1001;1.6;262.1;2.4;0
18/10/2014 21:00;25;32.84;1001;1.78;295.8;3;0
18/10/2014 21:30;24.8;33.7;1001;3;306.7;4.6;0
18/10/2014 22:00;25.04;33.82;1000;2.88;302.8;4.1;0
18/10/2014 22:30;25.74;33.14;1000;1.74;261.2;2.4;0
18/10/2014 23:00;26.2;32.26;1000;2.8;302.6;3.6;0
18/10/2014 23:30;26.2;32.2;1000;2.22;306.4;2.9;0
19/10/2014 0:00;25.4;33.68;1000;2.92;307.8;3.5;0
19/10/2014 0:30;24.7;35.5;1000;1.48;318.2;1.8;0
19/10/2014 1:00;24.1;36.88;1000;1.02;287;1.2;0
19/10/2014 1:30;22.9;39.42;1000;0.48;61.59;0.6;0
19/10/2014 2:00;20.9;44.36;1000;0.48;92.4;0.5;0
19/10/2014 2:30;19.1;49.96;1000;0.58;123.8;0.6;0
19/10/2014 3:00;17.86;51.8;1000;0.56;82.8;0.8;0
19/10/2014 3:30;17.06;54.1;1000;0.44;106;0.7;0
19/10/2014 4:00;16.86;55.24;1000;0.76;102.5;1.1;0
19/10/2014 4:30;15.7;58.8;1000;0.5;93.9;0.6;0
19/10/2014 5:00;15.5;59.74;1000;0.32;79.35;0.7;0
19/10/2014 5:30;15.76;60.48;1000;1.56;72.2;1.8;0
19/10/2014 6:00;15.74;60.98;1000;1.52;88.4;2;0
19/10/2014 6:30;15.44;63.78;1000;0.76;121;0.9;0
19/10/2014 7:00;15.2;66.4;1000;1.26;93.6;1.6;0
19/10/2014 7:30;13.2;69.64;1000;0.68;102.8;0.9;0
19/10/2014 8:00;13.78;71.78;1000;0.6;93.8;0.9;0
19/10/2014 8:30;14;70.44;1001;1.44;73.4;2;0
19/10/2014 9:00;13.8;70.34;1000;1.72;59.6;2;0
19/10/2014 9:30;12.5;74.94;1001;1.02;50.94;1.6;0
19/10/2014 10:00;13.18;71.8;1000;0.3;177.4;0.4;0
19/10/2014 10:30;13.3;70.56;1000;1.86;52.4;2.6;0
19/10/2014 11:00;13.12;71.86;1000;2.12;43.2;2.6;0
19/10/2014 11:30;12.9;73.88;1000;0.98;48.1;1.7;0
19/10/2014 12:00;12.8;73.78;1000;1.48;38.19;1.9;0
19/10/2014 12:30;12.7;72.3;1000;1.38;49.19;2;0
19/10/2014 13:00;12.8;70.1;1000;1.02;27.18;1.8;0
19/10/2014 13:30;12.3;70.46;1000;1.3;55.2;2;0
19/10/2014 14:00;12.4;69.5;1000;1.08;59.8;1.5;0
19/10/2014 14:30;10.22;77.74;1001;0.38;273.9;1.5;0
19/10/2014 15:00;11;75.5;1001;0.54;96.6;0.7;0
19/10/2014 15:30;13.6;67.78;1001;1.18;72.8;1.4;0
19/10/2014 16:00;16.8;59.1;1001;1;67.57;1.4;0
19/10/2014 16:30;20.52;48.94;1001;0.2;205.2;0.3;0
19/10/2014 17:00;21.66;45.5;1002;1.2;296;1.6;0
19/10/2014 17:30;22.8;43.04;1002;1.6;308.4;2.5;0
19/10/2014 18:00;23.42;41.44;1001;1.9;317.8;3;0
19/10/2014 18:30;24.5;38.4;1001;1.32;314;1.7;0
19/10/2014 19:00;26;33.44;1001;0.6;352.9;1;0
19/10/2014 19:30;26.64;32.64;1001;1.92;257.8;3.2;0
19/10/2014 20:00;26.9;30.84;1000;2.1;270.8;2.9;0
19/10/2014 20:30;27.2;30.82;1000;1;182.6;1.7;0
19/10/2014 21:00;26.54;31.88;1000;2.74;284.2;3.9;0
19/10/2014 21:30;27.2;30.38;999;1.84;300.7;2.8;0
19/10/2014 22:00;27.4;28.14;999;1.38;349.2;2.3;0
19/10/2014 22:30;27.6;30.24;999;0.72;259.2;1.2;0
19/10/2014 23:00;27.52;30.4;999;1.64;286.2;2.1;0
19/10/2014 23:30;27.3;31.38;998;1.94;274.4;3.3;0
20/10/2014 0:00;27.1;32.2;998;1.94;270;2.4;0
20/10/2014 0:30;26.7;32.7;998;0.94;209;1.9;0
20/10/2014 1:00;25.66;36.52;998;1.14;278.8;1.7;0
20/10/2014 1:30;23.86;41.84;998;0.64;262.8;1.2;0
20/10/2014 2:00;21.84;46.36;998;0.2;123.6;0.3;0
20/10/2014 2:30;20.1;53.14;999;0.62;257.2;0.8;0
20/10/2014 3:00;19.32;53.68;999;0.54;117.6;0.6;0
20/10/2014 3:30;18.44;55.3;999;0.76;100.8;0.9;0
20/10/2014 4:00;17.94;57.9;999;0.54;97.2;0.8;0
20/10/2014 4:30;17.5;62.04;999;0.54;104.6;0.8;0
20/10/2014 5:00;16.6;68.82;1000;0.68;109.1;0.9;0
20/10/2014 5:30;16.5;69.12;1000;0.8;90;1.2;0
20/10/2014 6:00;16;73.72;1000;0.72;119;1;0
20/10/2014 6:30;16.14;76.04;1000;0.3;181;0.4;0
20/10/2014 7:00;14.9;73.9;1000;0.6;93.6;1;0
20/10/2014 7:30;14.4;74.78;1000;0.64;149.3;1.1;0
20/10/2014 8:00;14.9;74.06;1000;1.7;129.6;2.4;0
20/10/2014 8:30;14.32;74.24;1000;0.84;140.8;1.3;0
20/10/2014 9:00;14.2;74.62;1001;0.54;148.5;0.8;0
20/10/2014 9:30;13.6;76.76;1001;0.28;101.8;0.7;0
20/10/2014 10:00;13.1;81.2;1001;0.86;120.5;1.4;0
20/10/2014 10:30;12.6;80.3;1001;1.14;139.4;1.8;0
20/10/2014 11:00;12.6;78.6;1001;1.28;125.4;1.7;0
20/10/2014 11:30;13.1;82.8;1001;1.82;131.8;2.6;0
20/10/2014 12:00;13.2;84.1;1001;1.18;111.9;1.6;0
20/10/2014 12:30;13;85.1;1001;1.24;125.8;1.7;0
20/10/2014 13:00;13.2;85.5;1001;1.56;117.2;2.3;0
20/10/2014 13:30;13.5;85.3;1001;0.54;140.9;1.2;0
20/10/2014 14:00;14.8;82.8;1001;1.96;134;2.4;0
20/10/2014 14:30;14;83.9;1001;2.3;139.9;3;0
20/10/2014 15:00;14.42;82.5;1002;1.46;143.1;2.1;0
20/10/2014 15:30;15.8;77.58;1002;1.36;138;2.3;0
20/10/2014 16:00;16.7;73.14;1002;2.5;128.4;4.2;0
20/10/2014 16:30;18.3;66.96;1002;1.04;126.8;2.5;0
20/10/2014 17:00;19.28;61.78;1002;1.12;249.8;1.8;0
20/10/2014 17:30;20.76;55.62;1003;1.62;250.9;3;0
20/10/2014 18:00;20.84;55.06;1003;1.2;207.1;2.1;0
20/10/2014 18:30;22;50.02;1002;0.74;188.9;1.4;0
20/10/2014 19:00;21.62;53.08;1002;2.12;256.6;3.1;0
20/10/2014 19:30;22.7;50.02;1002;3.44;267.4;5;0
20/10/2014 20:00;22.42;52.02;1002;2.4;263.2;3.7;0
20/10/2014 20:30;21.64;55.06;1002;1.58;266.4;3.4;0
20/10/2014 21:00;22;53.5;1002;2.02;214.1;4.4;0
20/10/2014 21:30;21;57.12;1002;0.54;286;1;0
20/10/2014 22:00;21.2;55.96;1002;2.62;265.6;4.7;0
20/10/2014 22:30;20.7;56.9;1002;1.86;256.8;2.9;0
20/10/2014 23:00;20.9;54.26;1001;2.12;266.8;3.6;0
20/10/2014 23:30;21.1;49.4;1001;2.22;261.1;3.2;0
21/10/2014 0:00;20.42;49.26;1001;1.14;243;1.7;0
21/10/2014 0:30;19.7;51.2;1001;2.12;262.7;4.2;0
21/10/2014 1:00;19.3;54.84;1002;1.46;192.3;2.9;0
21/10/2014 1:30;19;55.36;1002;1.48;134;2.2;0
21/10/2014 2:00;18.8;54.88;1002;1.06;182.3;2.1;0
21/10/2014 2:30;18.9;48.38;1003;1.74;226.8;2.9;0
21/10/2014 3:00;18.12;50.68;1003;1.6;215.2;3.2;0
21/10/2014 3:30;16.9;56.02;1003;1.14;217.5;2.2;0
21/10/2014 4:00;15.6;60.8;1004;0.56;143.9;1;0
21/10/2014 4:30;15;66.42;1004;1.44;250.4;2.1;0
21/10/2014 5:00;14.5;69.24;1004;0.76;117.2;1.2;0
21/10/2014 5:30;13.7;72.48;1005;1.02;98.5;1.3;0
21/10/2014 6:00;13.3;74.5;1005;0.6;166.4;1.1;0
21/10/2014 6:30;13.1;75.28;1006;1.1;23.35;1.4;0
21/10/2014 7:00;12.3;78.44;1006;1.32;122.7;1.8;0
21/10/2014 7:30;11.9;80.1;1006;1.04;107.2;2;0
21/10/2014 8:00;12.1;79.18;1006;1.14;114.6;2;0
21/10/2014 8:30;11.8;80.2;1006;1;143.5;1.4;0
21/10/2014 9:00;11.3;81.5;1006;1.08;103.2;1.7;0
21/10/2014 9:30;11;82.8;1006;1.1;97.4;1.9;0
21/10/2014 10:00;10.6;84.2;1006;0.82;113.6;1.4;0
21/10/2014 10:30;10.4;85.1;1007;0.96;86.2;1.6;0
21/10/2014 11:00;9.9;86;1006;0.7;94.8;1.1;0
21/10/2014 11:30;9.9;86.7;1006;0.6;93.9;1.3;0
21/10/2014 12:00;9.6;85.7;1006;0.84;86.5;1.5;0
21/10/2014 12:30;10.1;86;1006;1.54;56.2;2.2;0
21/10/2014 13:00;10;85.7;1007;0.74;355.8;1.4;0
21/10/2014 13:30;8.6;86.7;1006;1.42;70.57;2.2;0
21/10/2014 14:00;9.6;85.8;1006;0.8;5.735;1.2;0
21/10/2014 14:30;9.4;84.6;1007;0.4;215.4;1.2;0
21/10/2014 15:00;9.9;83.7;1007;0.64;79.93;1;0
21/10/2014 15:30;11.5;75.86;1007;0.78;78.48;1.6;0
21/10/2014 16:00;13.62;66.1;1007;0.52;114;0.8;0
21/10/2014 16:30;14.6;59.68;1007;1.54;292.2;1.9;0
21/10/2014 17:00;15.5;59.66;1007;0.7;125.1;1.8;0
21/10/2014 17:30;15.88;60.16;1007;3.34;310.6;4.1;0
21/10/2014 18:00;16.9;55.26;1007;1.62;288;3;0
21/10/2014 18:30;17.74;52.48;1007;1.56;244.1;2.4;0
21/10/2014 19:00;18.54;50.12;1006;2.82;299.2;3.9;0
21/10/2014 19:30;18.48;46.48;1006;2.48;301;4.3;0
21/10/2014 20:00;19.54;45.36;1006;3.32;296.4;4.5;0
21/10/2014 20:30;20.14;41.5;1005;2.26;287.1;3.7;0
21/10/2014 21:00;20.34;39.36;1005;2;288.5;3.7;0
21/10/2014 21:30;20.48;41.1;1005;4.16;310.6;5.6;0
21/10/2014 22:00;21.06;39.06;1004;1.48;216.9;2.5;0
21/10/2014 22:30;21.3;37.24;1004;1.82;302.9;3.2;0
21/10/2014 23:00;20.8;36.98;1004;2.8;289.9;4;0
21/10/2014 23:30;20.92;35.16;1004;4.06;303;5.1;0
22/10/2014 0:00;20.6;34.6;1004;1.1;242;2.1;0
22/10/2014 0:30;20.4;34.34;1004;3;311.6;4.4;0
22/10/2014 1:00;19.76;35.34;1004;2.18;306.6;3.3;0
22/10/2014 1:30;19;36.8;1004;1.48;300;2;0
22/10/2014 2:00;18.1;39.12;1004;1.88;288.8;2.3;0
22/10/2014 2:30;17.38;41.44;1004;0.58;260.4;0.9;0
22/10/2014 3:00;16.5;43.58;1004;0.58;139.4;0.8;0
22/10/2014 3:30;15.08;48.3;1004;0.28;270.9;0.7;0
22/10/2014 4:00;14.7;52.26;1004;0.58;132.5;0.9;0
22/10/2014 4:30;13.46;55.12;1004;0.42;103;0.6;0
22/10/2014 5:00;12.4;57.32;1004;0.5;110.2;0.7;0
22/10/2014 5:30;11.1;59.92;1005;0.5;113.2;0.9;0
22/10/2014 6:00;10.8;61.9;1005;0.68;283.4;1.4;0
22/10/2014 6:30;11.2;59.64;1005;0.26;214.2;0.5;0
22/10/2014 7:00;11.4;62.06;1005;0.62;98.6;1;0
22/10/2014 7:30;11.54;59.56;1005;0.32;104;0.7;0
22/10/2014 8:00;9.3;65.58;1005;0.78;87.2;1.3;0
22/10/2014 8:30;9.74;65.28;1005;0.8;78.67;1.4;0
22/10/2014 9:00;9.54;69.22;1005;1.1;52.78;1.6;0
22/10/2014 9:30;9.56;66.32;1005;0.7;118;1.4;0
22/10/2014 10:00;9.82;71;1005;0.92;41.98;1.7;0
22/10/2014 10:30;10.2;70.02;1005;1.18;26;1.7;0
22/10/2014 11:00;10.2;69.72;1005;1.4;27.4;1.8;0
22/10/2014 11:30;10.1;65.74;1005;0.62;120.8;0.8;0
22/10/2014 12:00;8.92;70.18;1005;0.82;34.99;1.5;0
22/10/2014 12:30;9;71.48;1005;1.12;75.79;2;0
22/10/2014 13:00;8.6;75.84;1005;0.76;109.5;1.5;0
22/10/2014 13:30;9;73.4;1005;1.06;75.82;1.7;0
22/10/2014 14:00;8.2;77.36;1005;1.36;47.4;2.1;0
22/10/2014 14:30;8.6;74.86;1005;1.32;67.2;2;0
22/10/2014 15:00;8.9;74.16;1005;0.98;62.79;1.8;0
22/10/2014 15:30;11.24;67.62;1005;0.24;103.8;0.4;0
22/10/2014 16:00;12.76;61.92;1006;0.48;52.88;0.8;0
22/10/2014 16:30;14.24;55.66;1006;0.78;81.6;1;0
22/10/2014 17:00;16.52;46.14;1006;0.84;56.41;1.6;0
22/10/2014 17:30;18.7;40.78;1006;1.02;304.6;1.9;0
22/10/2014 18:00;19.7;39.2;1006;1.76;271.8;2.6;0
22/10/2014 18:30;19.84;38.62;1006;1.64;294.6;2.9;0
22/10/2014 19:00;21.06;33.42;1006;1.62;315.4;1.8;0
22/10/2014 19:30;21.32;35.16;1006;1.58;285.4;2.3;0
22/10/2014 20:00;21.84;34.1;1006;1.02;288.2;2.1;0
22/10/2014 20:30;22.4;33.34;1006;0.72;346;2;0
22/10/2014 21:00;22.8;31.64;1005;1.4;302.6;2;0
22/10/2014 21:30;23.6;30.38;1005;1.36;96.8;3.1;0
22/10/2014 22:00;23.48;30.22;1005;1.86;314.8;2.5;0
22/10/2014 22:30;23.68;27.98;1005;1.18;33.39;1.7;0
22/10/2014 23:00;24.6;26.68;1004;0.94;287;1.3;0
22/10/2014 23:30;24.46;27.18;1004;0.84;279.1;1.2;0
23/10/2014 0:00;23.7;26.5;1004;0.36;120.7;0.6;0
23/10/2014 0:30;23.3;27.34;1004;0.74;280.2;1.2;0
23/10/2014 1:00;21.9;31.3;1004;0.98;270.4;1.4;0
23/10/2014 1:30;21.3;32.4;1004;0.58;232.1;1;0
23/10/2014 2:00;19.7;34.4;1004;0.3;63.8;0.4;0
23/10/2014 2:30;18.5;36.8;1005;0.46;89.2;0.5;0
23/10/2014 3:00;17.9;39.96;1005;0.22;140.7;0.4;0
23/10/2014 3:30;17.3;39.98;1005;0.92;96.6;1.4;0
23/10/2014 4:00;17.58;40.76;1005;0.72;100.6;0.9;0
23/10/2014 4:30;17.5;41.28;1005;0.92;104.8;1.2;0
23/10/2014 5:00;17.14;41.9;1005;0.36;189.6;0.6;0
23/10/2014 5:30;16.56;42.22;1005;1.28;142.5;1.8;0
23/10/2014 6:00;16;43.46;1005;0.76;135.2;1.1;0
23/10/2014 6:30;15.7;43.8;1005;0.46;102.6;0.7;0
23/10/2014 7:00;15.26;45;1005;0.38;151.8;0.7;0
23/10/2014 7:30;15;45.4;1005;1.14;90.8;1.6;0
23/10/2014 8:00;14.92;45.7;1005;0.6;104.6;1;0
23/10/2014 8:30;14.68;48.28;1005;0.92;104.8;1.2;0
23/10/2014 9:00;15.4;45.9;1005;1.34;138.2;2;0
23/10/2014 9:30;15.2;46.8;1005;0.8;87.1;1;0
23/10/2014 10:00;14.52;49.52;1005;0.2;96.3;0.6;0
23/10/2014 10:30;14.9;49.98;1005;0.32;127.7;0.5;0
23/10/2014 11:00;14.96;49.56;1005;0.34;140.3;0.8;0
23/10/2014 11:30;14.6;50.4;1005;0.56;135.6;0.8;0
23/10/2014 12:00;15.1;51.52;1005;0.62;80.1;1.1;0
23/10/2014 12:30;15;52.5;1005;0.26;81.5;0.5;0
23/10/2014 13:00;14.8;54;1005;0.2;235.6;0.5;0
23/10/2014 13:30;15;53.32;1005;0.88;141.9;1.1;0
23/10/2014 14:00;15.2;54.58;1005;0.4;115.1;0.7;0
23/10/2014 14:30;14.6;54.94;1005;1.28;264.2;1.6;0
23/10/2014 15:00;14.7;53.3;1005;0.76;136.1;1.3;0
23/10/2014 15:30;15;50.06;1006;1.62;269.4;2.2;0
23/10/2014 16:00;15.88;48.04;1006;0.78;135.9;1.1;0
23/10/2014 16:30;17.7;53.22;1006;1.3;220.6;2.4;0
23/10/2014 17:00;18.6;55.3;1006;0.94;152;1.7;0
23/10/2014 17:30;20.2;49.34;1006;1.14;204.2;2.2;0
23/10/2014 18:00;21;47.34;1006;0.56;240.5;0.8;0
23/10/2014 18:30;21.3;45.7;1006;1.66;200.9;2.7;0
23/10/2014 19:00;21.38;46.46;1006;1.24;127;2.1;0
23/10/2014 19:30;22.94;41.7;1006;0.64;93;1.2;0
23/10/2014 20:00;24.08;39.02;1005;1.78;247.1;2.6;0
23/10/2014 20:30;24.1;38.14;1005;0.56;312.6;0.9;0
23/10/2014 21:00;24.7;33.56;1005;0.86;225.2;1.7;0
23/10/2014 21:30;23.94;39.1;1004;1.88;320.4;2.7;0
23/10/2014 22:00;23.3;39.12;1004;2.28;275.6;2.8;0
23/10/2014 22:30;23.54;39;1004;1.7;309.2;2.2;0
23/10/2014 23:00;23.6;39.62;1004;1;331;1.6;0
23/10/2014 23:30;23.8;38.74;1004;1.82;298;2.8;0
24/10/2014 0:00;24.38;37.8;1003;0.72;97.9;1.4;0
24/10/2014 0:30;24;39.56;1003;0.4;77.74;0.6;0
24/10/2014 1:00;22.3;43.06;1003;3.28;301.2;4.2;0
24/10/2014 1:30;20.9;46.38;1003;1.7;293;3;0
24/10/2014 2:00;20;48.9;1003;1.36;282.4;2.1;0
24/10/2014 2:30;19.2;50.28;1003;0.48;248.2;0.8;0
24/10/2014 3:00;18.06;53.32;1003;1.4;286.6;2.4;0
24/10/2014 3:30;17.66;57.76;1003;1.5;300.3;3.4;0
24/10/2014 4:00;16.34;69.5;1003;1.08;226.9;1.6;0
24/10/2014 4:30;15.7;74.28;1004;2.44;298.6;3.5;0
24/10/2014 5:00;15.2;78.22;1004;2.1;299.3;3;0
24/10/2014 5:30;14.56;81.8;1004;2.6;304.2;3.5;0
24/10/2014 6:00;14.1;84;1004;2.5;304.2;3.3;0
24/10/2014 6:30;13.7;85.6;1004;2.18;289.8;3.4;0
24/10/2014 7:00;13.4;87.2;1004;1.54;296.4;2.8;0
24/10/2014 7:30;13.2;87.6;1004;1.26;282.2;2.2;0
24/10/2014 8:00;12.8;88.7;1004;1.52;288;2.2;0
24/10/2014 8:30;12.4;89.4;1004;0.42;114.7;0.6;0
24/10/2014 9:00;11.36;88.9;1003;0.18;355.6;0.8;0
24/10/2014 9:30;10.6;89.1;1003;0.4;68.19;0.6;0
24/10/2014 10:00;10.66;85.8;1003;0.98;40.8;1.5;0
24/10/2014 10:30;10.18;84.8;1003;0.66;78.59;1;0
24/10/2014 11:00;10.2;81.7;1003;0.56;86;1.1;0
24/10/2014 11:30;9.5;83.8;1003;0.64;70.57;1.6;0
24/10/2014 12:00;9.9;81.3;1003;1.02;55.19;1.4;0
24/10/2014 12:30;9.6;82.2;1003;0.8;82.4;1.3;0
24/10/2014 13:00;8.2;85.6;1003;0.86;106.8;1.6;0
24/10/2014 13:30;7.9;86.5;1003;0.92;90.6;1.6;0
24/10/2014 14:00;9.6;82.5;1003;1.4;74.4;1.7;0
24/10/2014 14:30;8.7;84.4;1003;1.1;82;2.2;0
24/10/2014 15:00;9.96;81.2;1003;0.32;98.3;0.6;0
24/10/2014 15:30;11.86;72.72;1003;0.92;69.78;1.4;0
24/10/2014 16:00;14.82;62.56;1004;0.92;134.6;1.2;0
24/10/2014 16:30;16.9;55.96;1004;0.6;243.9;1;0
24/10/2014 17:00;18.6;48.94;1003;1.38;113.7;2.2;0
24/10/2014 17:30;20.4;41.64;1003;1.4;125;2.3;0
24/10/2014 18:00;21.66;37.22;1003;1.72;216.4;3.1;0
24/10/2014 18:30;22.9;34.98;1003;1.64;155.8;2.9;0
24/10/2014 19:00;23.32;36.74;1003;1.72;248.4;2.5;0
24/10/2014 19:30;24.04;35.52;1002;1.42;202.4;2.6;0
24/10/2014 20:00;25.4;33.84;1002;1.92;251.9;4;0
24/10/2014 20:30;25.9;33.6;1001;1.44;205.1;2.5;0
24/10/2014 21:00;25.28;34.7;1001;2.08;210.3;5.1;0
24/10/2014 21:30;26.1;33.98;1000;2.36;282.3;3.2;0
24/10/2014 22:00;26.06;33.34;1000;1.32;246.2;2;0
24/10/2014 22:30;26.42;32.22;1000;1.76;183.3;3.1;0
24/10/2014 23:00;26.28;33.84;1000;1.68;251.3;3.8;0
24/10/2014 23:30;25.6;36.32;999;3.34;267;4.4;0
25/10/2014 0:00;24.4;40.22;999;2.94;267;4.1;0
